year_month,year,month,sku_id,category,qty_sold,promo_flag,promo_store_days,promo_intensity,holiday_days,days_in_month,n_stores,list_price,avg_selling_price
01/02/25,2025,2,SKU0012,GROCERY,22234,0,0,0,1,28,3,20.5,20.5
01/03/25,2025,3,SKU0012,GROCERY,31706,1,8,0.086,0,31,3,20.5,19.97
01/04/25,2025,4,SKU0012,GROCERY,41253,1,6,0.067,0,30,3,20.5,20.09
01/05/25,2025,5,SKU0012,GROCERY,40494,0,0,0,1,31,3,20.5,20.5
01/06/25,2025,6,SKU0012,GROCERY,37367,0,0,0,0,30,3,20.5,20.5
01/07/25,2025,7,SKU0012,GROCERY,35279,0,0,0,1,31,3,20.5,20.5
01/08/25,2025,8,SKU0012,GROCERY,39835,1,16,0.172,0,31,3,20.5,19.44
01/09/25,2025,9,SKU0012,GROCERY,32846,0,0,0,0,30,3,20.5,20.5
01/10/25,2025,10,SKU0012,GROCERY,42769,1,13,0.14,1,31,3,20.5,19.64
01/11/25,2025,11,SKU0012,GROCERY,37646,1,9,0.1,1,30,3,20.5,19.89
01/12/25,2025,12,SKU0012,GROCERY,32781,1,12,0.129,1,31,3,20.5,19.71
01/01/22,2022,1,SKU0013,GROCERY,8856,1,11,0.118,1,31,3,17.58,16.96
01/02/22,2022,2,SKU0013,GROCERY,8717,1,10,0.119,1,28,3,17.58,16.95
01/03/22,2022,3,SKU0013,GROCERY,10680,1,10,0.108,0,31,3,17.58,17.01
01/04/22,2022,4,SKU0013,GROCERY,13006,1,4,0.044,0,30,3,17.58,17.35
01/05/22,2022,5,SKU0013,GROCERY,15741,1,14,0.151,1,31,3,17.58,16.79
01/06/22,2022,6,SKU0013,GROCERY,12326,0,0,0,0,30,3,17.58,17.58
01/07/22,2022,7,SKU0013,GROCERY,11489,0,0,0,1,31,3,17.58,17.58
01/08/22,2022,8,SKU0013,GROCERY,12496,1,13,0.14,0,31,3,17.58,16.84
01/09/22,2022,9,SKU0013,GROCERY,9656,1,10,0.111,0,30,3,17.58,16.99
01/10/22,2022,10,SKU0013,GROCERY,10801,0,0,0,1,31,3,17.58,17.58
01/11/22,2022,11,SKU0013,GROCERY,9819,0,0,0,1,30,3,17.58,17.58
01/12/22,2022,12,SKU0013,GROCERY,10313,1,8,0.086,1,31,3,17.58,17.13
01/01/23,2023,1,SKU0013,GROCERY,7789,0,0,0,1,31,3,17.58,17.58
01/02/23,2023,2,SKU0013,GROCERY,8642,1,25,0.298,1,28,3,17.58,16.01
01/03/23,2023,3,SKU0013,GROCERY,9935,1,5,0.054,0,31,3,17.58,17.3
01/04/23,2023,4,SKU0013,GROCERY,12287,1,7,0.078,0,30,3,17.58,17.17
01/05/23,2023,5,SKU0013,GROCERY,12979,0,0,0,1,31,3,17.58,17.58
01/06/23,2023,6,SKU0013,GROCERY,11871,1,4,0.044,0,30,3,17.58,17.35
01/07/23,2023,7,SKU0013,GROCERY,11290,1,7,0.075,1,31,3,17.58,17.18
01/08/23,2023,8,SKU0013,GROCERY,9653,0,0,0,0,31,3,17.58,17.58
01/09/23,2023,9,SKU0013,GROCERY,10216,1,4,0.044,0,30,3,17.58,17.35
01/10/23,2023,10,SKU0013,GROCERY,10204,1,10,0.108,1,31,3,17.58,17.01
01/11/23,2023,11,SKU0013,GROCERY,9655,1,1,0.011,1,30,3,17.58,17.52
01/12/23,2023,12,SKU0013,GROCERY,8997,1,13,0.14,1,31,3,17.58,16.84
01/01/24,2024,1,SKU0013,GROCERY,7457,0,0,0,1,31,3,17.58,17.58
01/02/24,2024,2,SKU0013,GROCERY,7210,0,0,0,1,29,3,17.58,17.58
01/03/24,2024,3,SKU0013,GROCERY,10000,0,0,0,0,31,3,17.58,17.58
01/04/24,2024,4,SKU0013,GROCERY,11237,0,0,0,0,30,3,17.58,17.58
01/05/24,2024,5,SKU0013,GROCERY,12990,1,12,0.129,1,31,3,17.58,16.9
01/06/24,2024,6,SKU0013,GROCERY,15343,1,20,0.222,0,30,3,17.58,16.41
01/07/24,2024,7,SKU0013,GROCERY,10015,0,0,0,1,31,3,17.58,17.58
01/08/24,2024,8,SKU0013,GROCERY,10855,1,6,0.065,0,31,3,17.58,17.24
01/09/24,2024,9,SKU0013,GROCERY,9711,0,0,0,0,30,3,17.58,17.58
01/10/24,2024,10,SKU0013,GROCERY,9788,0,0,0,1,31,3,17.58,17.58
01/11/24,2024,11,SKU0013,GROCERY,9861,0,0,0,1,30,3,17.58,17.58
01/12/24,2024,12,SKU0013,GROCERY,8587,1,7,0.075,1,31,3,17.58,17.18
01/01/25,2025,1,SKU0013,GROCERY,7251,0,0,0,1,31,3,17.58,17.58
01/02/25,2025,2,SKU0013,GROCERY,6538,0,0,0,1,28,3,17.58,17.58
01/03/25,2025,3,SKU0013,GROCERY,10126,1,16,0.172,0,31,3,17.58,16.67
01/04/25,2025,4,SKU0013,GROCERY,12311,1,9,0.1,0,30,3,17.58,17.05
01/05/25,2025,5,SKU0013,GROCERY,14144,1,18,0.194,1,31,3,17.58,16.56
01/06/25,2025,6,SKU0013,GROCERY,11545,1,6,0.067,0,30,3,17.58,17.23
01/07/25,2025,7,SKU0013,GROCERY,11704,1,8,0.086,1,31,3,17.58,17.13
01/08/25,2025,8,SKU0013,GROCERY,11321,1,12,0.129,0,31,3,17.58,16.9
01/09/25,2025,9,SKU0013,GROCERY,9946,1,7,0.078,0,30,3,17.58,17.17
01/10/25,2025,10,SKU0013,GROCERY,9682,0,0,0,1,31,3,17.58,17.58
01/11/25,2025,11,SKU0013,GROCERY,10363,1,15,0.167,1,30,3,17.58,16.7
01/12/25,2025,12,SKU0013,GROCERY,8522,0,0,0,1,31,3,17.58,17.58
01/01/22,2022,1,SKU0014,GROCERY,9834,0,0,0,1,31,3,13.14,13.14
01/02/22,2022,2,SKU0014,GROCERY,9158,1,1,0.012,1,28,3,13.14,13.09
01/03/22,2022,3,SKU0014,GROCERY,14238,1,16,0.172,0,31,3,13.14,12.46
01/04/22,2022,4,SKU0014,GROCERY,16924,1,23,0.256,0,30,3,13.14,12.13
01/05/22,2022,5,SKU0014,GROCERY,16854,1,8,0.086,1,31,3,13.14,12.8
01/06/22,2022,6,SKU0014,GROCERY,15936,1,12,0.133,0,30,3,13.14,12.61
01/07/22,2022,7,SKU0014,GROCERY,13591,0,0,0,1,31,3,13.14,13.14
01/08/22,2022,8,SKU0014,GROCERY,14271,1,12,0.129,0,31,3,13.14,12.63
01/09/22,2022,9,SKU0014,GROCERY,12634,1,10,0.111,0,30,3,13.14,12.7
01/10/22,2022,10,SKU0014,GROCERY,13119,1,7,0.075,1,31,3,13.14,12.84
01/11/22,2022,11,SKU0014,GROCERY,12620,1,12,0.133,1,30,3,13.14,12.61
01/12/22,2022,12,SKU0014,GROCERY,12868,1,14,0.151,1,31,3,13.14,12.55
01/01/23,2023,1,SKU0014,GROCERY,11308,1,22,0.237,1,31,3,13.14,12.21
01/02/23,2023,2,SKU0014,GROCERY,10580,1,12,0.143,1,28,3,13.14,12.58
01/03/23,2023,3,SKU0014,GROCERY,11446,0,0,0,0,31,3,13.14,13.14
01/04/23,2023,4,SKU0014,GROCERY,15312,1,10,0.111,0,30,3,13.14,12.7
01/05/23,2023,5,SKU0014,GROCERY,15077,0,0,0,1,31,3,13.14,13.14
01/06/23,2023,6,SKU0014,GROCERY,14845,1,1,0.011,0,30,3,13.14,13.1
01/07/23,2023,7,SKU0014,GROCERY,19185,1,32,0.344,1,31,3,13.14,11.78
01/08/23,2023,8,SKU0014,GROCERY,13924,1,10,0.108,0,31,3,13.14,12.72
01/09/23,2023,9,SKU0014,GROCERY,11411,0,0,0,0,30,3,13.14,13.14
01/10/23,2023,10,SKU0014,GROCERY,12947,1,11,0.118,1,31,3,13.14,12.67
01/11/23,2023,11,SKU0014,GROCERY,14193,1,13,0.144,1,30,3,13.14,12.57
01/12/23,2023,12,SKU0014,GROCERY,11296,0,0,0,1,31,3,13.14,13.14
01/01/24,2024,1,SKU0014,GROCERY,9437,1,13,0.14,1,31,3,13.14,12.59
01/02/24,2024,2,SKU0014,GROCERY,9385,1,4,0.046,1,29,3,13.14,12.96
01/03/24,2024,3,SKU0014,GROCERY,14185,1,20,0.215,0,31,3,13.14,12.29
01/04/24,2024,4,SKU0014,GROCERY,13598,1,1,0.011,0,30,3,13.14,13.1
01/05/24,2024,5,SKU0014,GROCERY,16946,1,18,0.194,1,31,3,13.14,12.38
01/06/24,2024,6,SKU0014,GROCERY,14993,1,6,0.067,0,30,3,13.14,12.88
01/07/24,2024,7,SKU0014,GROCERY,13367,1,11,0.118,1,31,3,13.14,12.67
01/08/24,2024,8,SKU0014,GROCERY,11929,1,5,0.054,0,31,3,13.14,12.93
01/09/24,2024,9,SKU0014,GROCERY,11790,1,6,0.067,0,30,3,13.14,12.88
01/10/24,2024,10,SKU0014,GROCERY,12164,1,6,0.065,1,31,3,13.14,12.89
01/11/24,2024,11,SKU0014,GROCERY,11978,1,5,0.056,1,30,3,13.14,12.92
01/12/24,2024,12,SKU0014,GROCERY,10819,1,10,0.108,1,31,3,13.14,12.72
01/01/25,2025,1,SKU0014,GROCERY,8957,1,6,0.065,1,31,3,13.14,12.89
01/02/25,2025,2,SKU0014,GROCERY,9242,1,11,0.131,1,28,3,13.14,12.62
01/03/25,2025,3,SKU0014,GROCERY,12055,1,7,0.075,0,31,3,13.14,12.84
01/04/25,2025,4,SKU0014,GROCERY,16876,1,19,0.211,0,30,3,13.14,12.31
01/05/25,2025,5,SKU0014,GROCERY,14863,0,0,0,1,31,3,13.14,13.14
01/06/25,2025,6,SKU0014,GROCERY,14169,1,5,0.056,0,30,3,13.14,12.92
01/07/25,2025,7,SKU0014,GROCERY,12897,1,5,0.054,1,31,3,13.14,12.93
01/08/25,2025,8,SKU0014,GROCERY,11766,1,7,0.075,0,31,3,13.14,12.84
01/09/25,2025,9,SKU0014,GROCERY,12087,1,11,0.122,0,30,3,13.14,12.66
01/10/25,2025,10,SKU0014,GROCERY,12757,1,7,0.075,1,31,3,13.14,12.84
01/11/25,2025,11,SKU0014,GROCERY,11619,0,0,0,1,30,3,13.14,13.14
01/12/25,2025,12,SKU0014,GROCERY,11482,1,10,0.108,1,31,3,13.14,12.72
01/01/22,2022,1,SKU0015,GROCERY,6179,1,23,0.247,1,31,3,7.58,7.02
01/02/22,2022,2,SKU0015,GROCERY,4977,1,3,0.036,1,28,3,7.58,7.5
01/03/22,2022,3,SKU0015,GROCERY,6855,1,14,0.151,0,31,3,7.58,7.24
01/04/22,2022,4,SKU0015,GROCERY,8655,1,11,0.122,0,30,3,7.58,7.3
01/05/22,2022,5,SKU0015,GROCERY,8326,0,0,0,1,31,3,7.58,7.58
01/06/22,2022,6,SKU0015,GROCERY,8710,1,9,0.1,0,30,3,7.58,7.35
01/07/22,2022,7,SKU0015,GROCERY,7974,1,6,0.065,1,31,3,7.58,7.43
01/08/22,2022,8,SKU0015,GROCERY,7448,1,11,0.118,0,31,3,7.58,7.31
01/09/22,2022,9,SKU0015,GROCERY,7218,1,3,0.033,0,30,3,7.58,7.5
01/10/22,2022,10,SKU0015,GROCERY,7859,1,12,0.129,1,31,3,7.58,7.29
01/11/22,2022,11,SKU0015,GROCERY,6885,1,4,0.044,1,30,3,7.58,7.48
01/12/22,2022,12,SKU0015,GROCERY,6633,1,6,0.065,1,31,3,7.58,7.43
01/01/23,2023,1,SKU0015,GROCERY,5800,1,7,0.075,1,31,3,7.58,7.41
01/02/23,2023,2,SKU0015,GROCERY,5316,0,0,0,1,28,3,7.58,7.58
01/03/23,2023,3,SKU0015,GROCERY,8634,1,15,0.161,0,31,3,7.58,7.21
01/04/23,2023,4,SKU0015,GROCERY,10149,1,10,0.111,0,30,3,7.58,7.33
01/05/23,2023,5,SKU0015,GROCERY,10163,1,14,0.151,1,31,3,7.58,7.24
01/06/23,2023,6,SKU0015,GROCERY,10042,1,8,0.089,0,30,3,7.58,7.38
01/07/23,2023,7,SKU0015,GROCERY,9479,1,13,0.14,1,31,3,7.58,7.26
01/08/23,2023,8,SKU0015,GROCERY,8742,1,12,0.129,0,31,3,7.58,7.29
01/09/23,2023,9,SKU0015,GROCERY,7748,1,2,0.022,0,30,3,7.58,7.53
01/10/23,2023,10,SKU0015,GROCERY,9927,1,22,0.237,1,31,3,7.58,7.04
01/11/23,2023,11,SKU0015,GROCERY,8430,1,6,0.067,1,30,3,7.58,7.43
01/12/23,2023,12,SKU0015,GROCERY,7406,0,0,0,1,31,3,7.58,7.58
01/01/24,2024,1,SKU0015,GROCERY,6413,1,9,0.097,1,31,3,7.58,7.36
01/02/24,2024,2,SKU0015,GROCERY,8364,1,25,0.287,1,29,3,7.58,6.93
01/03/24,2024,3,SKU0015,GROCERY,9391,1,13,0.14,0,31,3,7.58,7.26
01/04/24,2024,4,SKU0015,GROCERY,10740,1,7,0.078,0,30,3,7.58,7.4
01/05/24,2024,5,SKU0015,GROCERY,10923,0,0,0,1,31,3,7.58,7.58
01/06/24,2024,6,SKU0015,GROCERY,10780,1,8,0.089,0,30,3,7.58,7.38
01/07/24,2024,7,SKU0015,GROCERY,11301,1,13,0.14,1,31,3,7.58,7.26
01/08/24,2024,8,SKU0015,GROCERY,8595,0,0,0,0,31,3,7.58,7.58
01/09/24,2024,9,SKU0015,GROCERY,9182,0,0,0,0,30,3,7.58,7.58
01/10/24,2024,10,SKU0015,GROCERY,8590,0,0,0,1,31,3,7.58,7.58
01/11/24,2024,11,SKU0015,GROCERY,10624,1,13,0.144,1,30,3,7.58,7.25
01/12/24,2024,12,SKU0015,GROCERY,8647,1,7,0.075,1,31,3,7.58,7.41
01/01/25,2025,1,SKU0015,GROCERY,7653,1,13,0.14,1,31,3,7.58,7.26
01/02/25,2025,2,SKU0015,GROCERY,7156,1,4,0.048,1,28,3,7.58,7.47
01/03/25,2025,3,SKU0015,GROCERY,9091,0,0,0,0,31,3,7.58,7.58
01/04/25,2025,4,SKU0015,GROCERY,10390,0,0,0,0,30,3,7.58,7.58
01/05/25,2025,5,SKU0015,GROCERY,14101,1,13,0.14,1,31,3,7.58,7.26
01/06/25,2025,6,SKU0015,GROCERY,14166,1,20,0.222,0,30,3,7.58,7.08
01/07/25,2025,7,SKU0015,GROCERY,10916,1,5,0.054,1,31,3,7.58,7.46
01/08/25,2025,8,SKU0015,GROCERY,12770,1,24,0.258,0,31,3,7.58,6.99
01/09/25,2025,9,SKU0015,GROCERY,10498,1,9,0.1,0,30,3,7.58,7.35
01/10/25,2025,10,SKU0015,GROCERY,12059,1,15,0.161,1,31,3,7.58,7.21
01/11/25,2025,11,SKU0015,GROCERY,10177,0,0,0,1,30,3,7.58,7.58
01/12/25,2025,12,SKU0015,GROCERY,10398,1,12,0.129,1,31,3,7.58,7.29
01/01/22,2022,1,SKU0016,GROCERY,11784,0,0,0,1,31,3,13.72,13.72
01/02/22,2022,2,SKU0016,GROCERY,12352,1,9,0.107,1,28,3,13.72,13.28
01/03/22,2022,3,SKU0016,GROCERY,15618,0,0,0,0,31,3,13.72,13.72
01/04/22,2022,4,SKU0016,GROCERY,20888,1,13,0.144,0,30,3,13.72,13.12
01/05/22,2022,5,SKU0016,GROCERY,22227,1,7,0.075,1,31,3,13.72,13.41
01/06/22,2022,6,SKU0016,GROCERY,19341,1,9,0.1,0,30,3,13.72,13.31
01/07/22,2022,7,SKU0016,GROCERY,18711,1,5,0.054,1,31,3,13.72,13.5
01/08/22,2022,8,SKU0016,GROCERY,16072,0,0,0,0,31,3,13.72,13.72
01/09/22,2022,9,SKU0016,GROCERY,15693,0,0,0,0,30,3,13.72,13.72
01/10/22,2022,10,SKU0016,GROCERY,16789,0,0,0,1,31,3,13.72,13.72
01/11/22,2022,11,SKU0016,GROCERY,17727,1,13,0.144,1,30,3,13.72,13.12
01/12/22,2022,12,SKU0016,GROCERY,15404,1,7,0.075,1,31,3,13.72,13.41
01/01/23,2023,1,SKU0016,GROCERY,12497,1,2,0.022,1,31,3,13.72,13.63
01/02/23,2023,2,SKU0016,GROCERY,12365,1,8,0.095,1,28,3,13.72,13.33
01/03/23,2023,3,SKU0016,GROCERY,15868,0,0,0,0,31,3,13.72,13.72
01/04/23,2023,4,SKU0016,GROCERY,22046,1,19,0.211,0,30,3,13.72,12.85
01/05/23,2023,5,SKU0016,GROCERY,22643,1,10,0.108,1,31,3,13.72,13.28
01/06/23,2023,6,SKU0016,GROCERY,19078,1,2,0.022,0,30,3,13.72,13.63
01/07/23,2023,7,SKU0016,GROCERY,23075,1,14,0.151,1,31,3,13.72,13.1
01/08/23,2023,8,SKU0016,GROCERY,15595,0,0,0,0,31,3,13.72,13.72
01/09/23,2023,9,SKU0016,GROCERY,17722,1,4,0.044,0,30,3,13.72,13.54
01/10/23,2023,10,SKU0016,GROCERY,17973,1,6,0.065,1,31,3,13.72,13.45
01/11/23,2023,11,SKU0016,GROCERY,18395,1,12,0.133,1,30,3,13.72,13.17
01/12/23,2023,12,SKU0016,GROCERY,16733,1,18,0.194,1,31,3,13.72,12.92
01/01/24,2024,1,SKU0016,GROCERY,12712,1,2,0.022,1,31,3,13.72,13.63
01/02/24,2024,2,SKU0016,GROCERY,15328,1,23,0.264,1,29,3,13.72,12.63
01/03/24,2024,3,SKU0016,GROCERY,17495,1,4,0.043,0,31,3,13.72,13.54
01/04/24,2024,4,SKU0016,GROCERY,23360,1,13,0.144,0,30,3,13.72,13.12
01/05/24,2024,5,SKU0016,GROCERY,20984,0,0,0,1,31,3,13.72,13.72
01/06/24,2024,6,SKU0016,GROCERY,21572,1,7,0.078,0,30,3,13.72,13.4
01/07/24,2024,7,SKU0016,GROCERY,19983,1,10,0.108,1,31,3,13.72,13.28
01/08/24,2024,8,SKU0016,GROCERY,18309,1,8,0.086,0,31,3,13.72,13.37
01/09/24,2024,9,SKU0016,GROCERY,16083,1,3,0.033,0,30,3,13.72,13.58
01/10/24,2024,10,SKU0016,GROCERY,18837,1,14,0.151,1,31,3,13.72,13.1
01/11/24,2024,11,SKU0016,GROCERY,19013,1,16,0.178,1,30,3,13.72,12.99
01/12/24,2024,12,SKU0016,GROCERY,16963,1,9,0.097,1,31,3,13.72,13.32
01/01/25,2025,1,SKU0016,GROCERY,12680,0,0,0,1,31,3,13.72,13.72
01/02/25,2025,2,SKU0016,GROCERY,12124,0,0,0,1,28,3,13.72,13.72
01/03/25,2025,3,SKU0016,GROCERY,18125,1,8,0.086,0,31,3,13.72,13.37
01/04/25,2025,4,SKU0016,GROCERY,20135,1,8,0.089,0,30,3,13.72,13.35
01/05/25,2025,5,SKU0016,GROCERY,24850,1,16,0.172,1,31,3,13.72,13.01
01/06/25,2025,6,SKU0016,GROCERY,24885,1,29,0.322,0,30,3,13.72,12.39
01/07/25,2025,7,SKU0016,GROCERY,18257,0,0,0,1,31,3,13.72,13.72
01/08/25,2025,8,SKU0016,GROCERY,17477,0,0,0,0,31,3,13.72,13.72
01/09/25,2025,9,SKU0016,GROCERY,17646,1,12,0.133,0,30,3,13.72,13.17
01/10/25,2025,10,SKU0016,GROCERY,19444,1,10,0.108,1,31,3,13.72,13.28
01/11/25,2025,11,SKU0016,GROCERY,18523,1,3,0.033,1,30,3,13.72,13.58
01/12/25,2025,12,SKU0016,GROCERY,16932,1,7,0.075,1,31,3,13.72,13.41
01/01/22,2022,1,SKU0017,GROCERY,11664,0,0,0,1,31,3,24.29,24.29
01/02/22,2022,2,SKU0017,GROCERY,9914,1,3,0.036,1,28,3,24.29,24.03
01/03/22,2022,3,SKU0017,GROCERY,15917,1,19,0.204,0,31,3,24.29,22.8
01/04/22,2022,4,SKU0017,GROCERY,15880,0,0,0,0,30,3,24.29,24.29
01/05/22,2022,5,SKU0017,GROCERY,20352,1,12,0.129,1,31,3,24.29,23.35
01/06/22,2022,6,SKU0017,GROCERY,17123,1,8,0.089,0,30,3,24.29,23.64
01/07/22,2022,7,SKU0017,GROCERY,16921,1,11,0.118,1,31,3,24.29,23.43
01/08/22,2022,8,SKU0017,GROCERY,13792,1,1,0.011,0,31,3,24.29,24.21
01/09/22,2022,9,SKU0017,GROCERY,13346,0,0,0,0,30,3,24.29,24.29
01/10/22,2022,10,SKU0017,GROCERY,15821,1,12,0.129,1,31,3,24.29,23.35
01/11/22,2022,11,SKU0017,GROCERY,14515,1,7,0.078,1,30,3,24.29,23.72
01/12/22,2022,12,SKU0017,GROCERY,16137,1,25,0.269,1,31,3,24.29,22.33
01/01/23,2023,1,SKU0017,GROCERY,11162,1,3,0.032,1,31,3,24.29,24.05
01/02/23,2023,2,SKU0017,GROCERY,11174,1,13,0.155,1,28,3,24.29,23.16
01/03/23,2023,3,SKU0017,GROCERY,12523,0,0,0,0,31,3,24.29,24.29
01/04/23,2023,4,SKU0017,GROCERY,18942,1,21,0.233,0,30,3,24.29,22.59
01/05/23,2023,5,SKU0017,GROCERY,21813,1,33,0.355,1,31,3,24.29,21.7
01/06/23,2023,6,SKU0017,GROCERY,16445,0,0,0,0,30,3,24.29,24.29
01/07/23,2023,7,SKU0017,GROCERY,15250,0,0,0,1,31,3,24.29,24.29
01/08/23,2023,8,SKU0017,GROCERY,14689,1,7,0.075,0,31,3,24.29,23.74
01/09/23,2023,9,SKU0017,GROCERY,14320,1,8,0.089,0,30,3,24.29,23.64
01/10/23,2023,10,SKU0017,GROCERY,14962,1,6,0.065,1,31,3,24.29,23.82
01/11/23,2023,11,SKU0017,GROCERY,16776,1,13,0.144,1,30,3,24.29,23.24
01/12/23,2023,12,SKU0017,GROCERY,13954,1,14,0.151,1,31,3,24.29,23.19
01/01/24,2024,1,SKU0017,GROCERY,11647,1,5,0.054,1,31,3,24.29,23.9
01/02/24,2024,2,SKU0017,GROCERY,11156,1,7,0.08,1,29,3,24.29,23.7
01/03/24,2024,3,SKU0017,GROCERY,14149,0,0,0,0,31,3,24.29,24.29
01/04/24,2024,4,SKU0017,GROCERY,15584,0,0,0,0,30,3,24.29,24.29
01/05/24,2024,5,SKU0017,GROCERY,18462,1,5,0.054,1,31,3,24.29,23.9
01/06/24,2024,6,SKU0017,GROCERY,16628,1,3,0.033,0,30,3,24.29,24.05
01/07/24,2024,7,SKU0017,GROCERY,15839,1,8,0.086,1,31,3,24.29,23.66
01/08/24,2024,8,SKU0017,GROCERY,18283,1,33,0.355,0,31,3,24.29,21.7
01/09/24,2024,9,SKU0017,GROCERY,13939,1,1,0.011,0,30,3,24.29,24.21
01/10/24,2024,10,SKU0017,GROCERY,18547,1,30,0.323,1,31,3,24.29,21.94
01/11/24,2024,11,SKU0017,GROCERY,14104,1,7,0.078,1,30,3,24.29,23.72
01/12/24,2024,12,SKU0017,GROCERY,12488,1,7,0.075,1,31,3,24.29,23.74
01/01/25,2025,1,SKU0017,GROCERY,10680,1,4,0.043,1,31,3,24.29,23.98
01/02/25,2025,2,SKU0017,GROCERY,10047,0,0,0,1,28,3,24.29,24.29
01/03/25,2025,3,SKU0017,GROCERY,15616,1,15,0.161,0,31,3,24.29,23.11
01/04/25,2025,4,SKU0017,GROCERY,15781,1,5,0.056,0,30,3,24.29,23.88
01/05/25,2025,5,SKU0017,GROCERY,19258,1,10,0.108,1,31,3,24.29,23.51
01/06/25,2025,6,SKU0017,GROCERY,18133,1,14,0.156,0,30,3,24.29,23.16
01/07/25,2025,7,SKU0017,GROCERY,15795,1,4,0.043,1,31,3,24.29,23.98
01/08/25,2025,8,SKU0017,GROCERY,14180,0,0,0,0,31,3,24.29,24.29
01/09/25,2025,9,SKU0017,GROCERY,13557,1,6,0.067,0,30,3,24.29,23.8
01/10/25,2025,10,SKU0017,GROCERY,13566,0,0,0,1,31,3,24.29,24.29
01/11/25,2025,11,SKU0017,GROCERY,15671,1,7,0.078,1,30,3,24.29,23.72
01/12/25,2025,12,SKU0017,GROCERY,13039,1,15,0.161,1,31,3,24.29,23.11
01/01/22,2022,1,SKU0018,GROCERY,13953,1,4,0.043,1,31,3,22.53,22.24
01/02/22,2022,2,SKU0018,GROCERY,13980,1,6,0.071,1,28,3,22.53,22.05
01/03/22,2022,3,SKU0018,GROCERY,18130,1,6,0.065,0,31,3,22.53,22.09
01/04/22,2022,4,SKU0018,GROCERY,22847,1,7,0.078,0,30,3,22.53,22
01/05/22,2022,5,SKU0018,GROCERY,26664,1,6,0.065,1,31,3,22.53,22.09
01/06/22,2022,6,SKU0018,GROCERY,25167,1,15,0.167,0,30,3,22.53,21.4
01/07/22,2022,7,SKU0018,GROCERY,22201,1,4,0.043,1,31,3,22.53,22.24
01/08/22,2022,8,SKU0018,GROCERY,21254,1,5,0.054,0,31,3,22.53,22.17
01/09/22,2022,9,SKU0018,GROCERY,22058,1,19,0.211,0,30,3,22.53,21.1
01/10/22,2022,10,SKU0018,GROCERY,20654,1,3,0.032,1,31,3,22.53,22.31
01/11/22,2022,11,SKU0018,GROCERY,24530,1,23,0.256,1,30,3,22.53,20.8
01/12/22,2022,12,SKU0018,GROCERY,19319,1,2,0.022,1,31,3,22.53,22.38
01/01/23,2023,1,SKU0018,GROCERY,18745,1,14,0.151,1,31,3,22.53,21.51
01/02/23,2023,2,SKU0018,GROCERY,14151,0,0,0,1,28,3,22.53,22.53
01/03/23,2023,3,SKU0018,GROCERY,25809,1,21,0.226,0,31,3,22.53,21
01/04/23,2023,4,SKU0018,GROCERY,24089,0,0,0,0,30,3,22.53,22.53
01/05/23,2023,5,SKU0018,GROCERY,28431,1,1,0.011,1,31,3,22.53,22.46
01/06/23,2023,6,SKU0018,GROCERY,32214,1,19,0.211,0,30,3,22.53,21.1
01/07/23,2023,7,SKU0018,GROCERY,27806,1,12,0.129,1,31,3,22.53,21.66
01/08/23,2023,8,SKU0018,GROCERY,23222,1,6,0.065,0,31,3,22.53,22.09
01/09/23,2023,9,SKU0018,GROCERY,27260,1,16,0.178,0,30,3,22.53,21.33
01/10/23,2023,10,SKU0018,GROCERY,30101,1,17,0.183,1,31,3,22.53,21.29
01/11/23,2023,11,SKU0018,GROCERY,21941,0,0,0,1,30,3,22.53,22.53
01/12/23,2023,12,SKU0018,GROCERY,21010,0,0,0,1,31,3,22.53,22.53
01/01/24,2024,1,SKU0018,GROCERY,22078,1,23,0.247,1,31,3,22.53,20.86
01/02/24,2024,2,SKU0018,GROCERY,16772,0,0,0,1,29,3,22.53,22.53
01/03/24,2024,3,SKU0018,GROCERY,25269,0,0,0,0,31,3,22.53,22.53
01/04/24,2024,4,SKU0018,GROCERY,33152,1,21,0.233,0,30,3,22.53,20.95
01/05/24,2024,5,SKU0018,GROCERY,33347,1,11,0.118,1,31,3,22.53,21.73
01/06/24,2024,6,SKU0018,GROCERY,34216,1,17,0.189,0,30,3,22.53,21.25
01/07/24,2024,7,SKU0018,GROCERY,30007,1,16,0.172,1,31,3,22.53,21.37
01/08/24,2024,8,SKU0018,GROCERY,26679,1,7,0.075,0,31,3,22.53,22.02
01/09/24,2024,9,SKU0018,GROCERY,26088,1,9,0.1,0,30,3,22.53,21.85
01/10/24,2024,10,SKU0018,GROCERY,30932,1,17,0.183,1,31,3,22.53,21.29
01/11/24,2024,11,SKU0018,GROCERY,26898,0,0,0,1,30,3,22.53,22.53
01/12/24,2024,12,SKU0018,GROCERY,25750,1,15,0.161,1,31,3,22.53,21.44
01/01/25,2025,1,SKU0018,GROCERY,19968,0,0,0,1,31,3,22.53,22.53
01/02/25,2025,2,SKU0018,GROCERY,22608,1,14,0.167,1,28,3,22.53,21.4
01/03/25,2025,3,SKU0018,GROCERY,29507,1,11,0.118,0,31,3,22.53,21.73
01/04/25,2025,4,SKU0018,GROCERY,36403,1,11,0.122,0,30,3,22.53,21.7
01/05/25,2025,5,SKU0018,GROCERY,34432,0,0,0,1,31,3,22.53,22.53
01/06/25,2025,6,SKU0018,GROCERY,38139,1,16,0.178,0,30,3,22.53,21.33
